order_id,quantity,item_name,choice_description,item_price,unit_price,choice_description_list,n_accompagnements
814,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Guacamole', 'Lettuce']",6
814,2,Chips and Guacamole,,8.9,4.45,,0
814,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
815,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['RoastedChiliCornSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
815,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
816,1,Chips and Guacamole,,4.45,4.45,,0
816,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",9.25,9.25,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'SourCream']",5
816,1,Steak Crispy Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",9.25,9.25,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
816,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",7
817,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",9.25,9.25,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",6
817,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",6
817,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",6
818,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'Lettuce']",4
818,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Lettuce']",4
818,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,"['TomatilloGreenChiliSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole']",6
818,1,Carnitas Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.75,11.75,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'Guacamole', 'Lettuce']",7
818,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'Lettuce']",6
818,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",6
818,2,Chips and Guacamole,,8.9,4.45,,0
818,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
819,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,"['FreshTomatoSalsa(Mild)', 'Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Guacamole']",7
820,1,Veggie Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['Tomatillo-GreenChiliSalsa(Medium)', 'RoastedChiliCornSalsa(Medium)', 'Tomatillo-RedChiliSalsa(Hot)', 'PintoBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",9
820,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'Tomatillo-GreenChiliSalsa(Medium)', 'Tomatillo-RedChiliSalsa(Hot)', 'PintoBeans', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",10
821,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Guacamole]]",10.98,10.98,"['Tomatillo-GreenChiliSalsa(Medium)', 'Rice', 'Cheese', 'Guacamole']",4
822,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
822,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream']",5
823,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
823,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",17.5,8.75,"['FreshTomatoSalsa', 'Rice']",2
823,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,"['TomatilloGreenChiliSalsa', 'Rice', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",6
824,1,Chips and Guacamole,,3.99,3.99,,0
824,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa (Medium), [Cheese, Sour Cream]]",8.49,8.49,"['RoastedChiliCornSalsa(Medium)', 'Cheese', 'SourCream']",3
825,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Guacamole]]",10.98,10.98,"['FreshTomatoSalsa(Mild)', 'RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Guacamole']",4
825,1,Side of Chips,,1.69,1.69,,0
826,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",17.5,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",6
827,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['RoastedChiliCornSalsa(Medium)', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",6
827,1,Chips and Roasted Chili-Corn Salsa,,2.39,2.39,,0
828,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
828,1,Chips and Fresh Tomato Salsa,,2.39,2.39,,0
829,1,Canned Soft Drink,[Sprite],1.25,1.25,['Sprite'],1
829,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Lettuce']",4
829,1,Chips and Tomatillo Red Chili Salsa,,2.95,2.95,,0
830,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce, Rice]]",11.75,11.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce', 'Rice']",7
830,1,Chicken Soft Tacos,"[Tomatillo Green Chili Salsa, [Guacamole, Sour Cream]]",11.25,11.25,"['TomatilloGreenChiliSalsa', 'Guacamole', 'SourCream']",3
831,2,Chicken Burrito,"[Fresh Tomato Salsa, [Lettuce, Rice, Black Beans, Cheese]]",17.5,8.75,"['FreshTomatoSalsa', 'Lettuce', 'Rice', 'BlackBeans', 'Cheese']",5
832,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'RoastedChiliCornSalsa(Medium)', 'Rice', 'FajitaVeggies']",4
832,1,Veggie Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'RoastedChiliCornSalsa(Medium)', 'Rice', 'FajitaVeggies']",4
832,1,Chips and Fresh Tomato Salsa,,2.39,2.39,,0
833,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'SourCream', 'Guacamole', 'Lettuce']",4
833,1,Bottled Water,,1.5,1.5,,0
834,1,Veggie Burrito,"[Fresh Tomato Salsa, [Cheese, Rice, Pinto Beans]]",8.75,8.75,"['FreshTomatoSalsa', 'Cheese', 'Rice', 'PintoBeans']",4
834,2,Bottled Water,,3.0,1.5,,0
834,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
835,1,Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",8.75,8.75,"['FreshTomatoSalsa', 'Cheese']",2
835,1,Chips and Guacamole,,4.45,4.45,,0
836,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",11.75,11.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'Guacamole']",6
836,1,Barbacoa Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'PintoBeans', 'SourCream', 'Guacamole', 'Lettuce']",6
836,1,Chips and Guacamole,,4.45,4.45,,0
837,2,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Rice, Fajita Veggies, Guacamole]]",21.96,10.98,"['Tomatillo-RedChiliSalsa(Hot)', 'PintoBeans', 'Cheese', 'SourCream', 'Rice', 'FajitaVeggies', 'Guacamole']",7
838,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Cheese', 'SourCream', 'Lettuce']",4
838,1,Chips and Guacamole,,4.45,4.45,,0
838,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Cheese', 'SourCream', 'Lettuce']",4
839,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole]]",11.25,11.25,"['FreshTomatoSalsa', 'Cheese', 'SourCream', 'Guacamole']",4
839,1,Carnitas Soft Tacos,[Tomatillo Green Chili Salsa],9.25,9.25,['TomatilloGreenChiliSalsa'],1
840,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
840,1,Chips and Fresh Tomato Salsa,,2.39,2.39,,0
841,1,Barbacoa Soft Tacos,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'PintoBeans', 'Cheese', 'SourCream']",6
841,1,Veggie Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'PintoBeans', 'Cheese', 'SourCream', 'Lettuce']",8
842,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,"['FreshTomatoSalsa(Mild)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Guacamole']",6
842,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'Rice', 'FajitaVeggies', 'SourCream', 'Lettuce']",5
842,1,Chips and Guacamole,,3.99,3.99,,0
842,1,Izze,[Clementine],3.39,3.39,['Clementine'],1
843,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,"['TomatilloRedChiliSalsa', 'BlackBeans', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
843,1,Bottled Water,,1.5,1.5,,0
844,1,Chips and Guacamole,,4.45,4.45,,0
844,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",9.25,9.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",6
844,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'PintoBeans', 'Cheese', 'SourCream', 'Lettuce']",8
845,1,Canned Soft Drink,[Coke],1.25,1.25,['Coke'],1
845,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.75,11.75,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Guacamole', 'Lettuce']",5
846,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Cheese']",4
846,1,Bottled Water,,1.5,1.5,,0
846,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Cheese', 'Lettuce']",3
847,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice']",3
847,1,Chips,,2.15,2.15,,0
847,1,Bottled Water,,1.5,1.5,,0
848,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
848,1,Chips and Tomatillo Red Chili Salsa,,2.95,2.95,,0
848,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans]]",8.75,8.75,"['TomatilloRedChiliSalsa', 'Rice', 'BlackBeans']",3
848,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['TomatilloRedChiliSalsa', 'BlackBeans', 'Cheese', 'SourCream']",4
848,2,Chicken Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]",17.5,8.75,"['FreshTomatoSalsa', 'BlackBeans', 'Cheese', 'SourCream']",4
848,1,Chicken Burrito,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'PintoBeans', 'Cheese', 'SourCream']",4
849,1,6 Pack Soft Drink,[Coke],6.49,6.49,['Coke'],1
849,1,Chips and Guacamole,,4.45,4.45,,0
849,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.25,11.25,"['RoastedChiliCornSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole']",6
850,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Black Beans, Lettuce, Guacamole]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'FajitaVegetables', 'PintoBeans', 'BlackBeans', 'Lettuce', 'Guacamole']",7
850,2,Chips,,4.3,2.15,,0
850,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese']",4
851,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce]]",11.25,11.25,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'Guacamole', 'Lettuce']",6
851,1,Chips and Guacamole,,4.45,4.45,,0
852,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Sour Cream, Lettuce]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'SourCream', 'Lettuce']",7
852,1,Chips and Fresh Tomato Salsa,,2.39,2.39,,0
853,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Cheese, Black Beans, Lettuce]]",9.25,9.25,"['RoastedChiliCornSalsa', 'Cheese', 'BlackBeans', 'Lettuce']",4
853,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Lettuce, Cheese]]",9.25,9.25,"['RoastedChiliCornSalsa', 'Lettuce', 'Cheese']",3
854,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,"['RoastedChiliCornSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream']",5
854,1,Chips and Guacamole,,4.45,4.45,,0
855,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole, Lettuce]]",11.75,11.75,"['RoastedChiliCornSalsa', 'Rice', 'Cheese', 'Guacamole', 'Lettuce']",5
855,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,11.25,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole']",6
855,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
855,1,Chips,,2.15,2.15,,0
856,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
856,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
857,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice']",3
857,1,Chips,,2.15,2.15,,0
857,1,Bottled Water,,1.5,1.5,,0
858,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",6
858,1,Chips and Guacamole,,4.45,4.45,,0
859,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Guacamole]]",10.98,10.98,"['Tomatillo-RedChiliSalsa(Hot)', 'Rice', 'Guacamole']",3
859,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), Black Beans]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'BlackBeans']",2
859,2,Canned Soda,[Diet Coke],2.18,1.09,['DietCoke'],1
860,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
860,1,Chips and Guacamole,,4.45,4.45,,0
860,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
861,1,Steak Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'PintoBeans', 'BlackBeans', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",7
861,1,Chips and Roasted Chili-Corn Salsa,,2.39,2.39,,0
862,1,Chips and Guacamole,,4.45,4.45,,0
862,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
863,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Guacamole]]",10.98,10.98,"['Tomatillo-GreenChiliSalsa(Medium)', 'Rice', 'Cheese', 'Guacamole']",4
864,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,11.75,"['FreshTomatoSalsa', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",5
864,1,Bottled Water,,1.5,1.5,,0
865,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Guacamole, Rice, Black Beans, Cheese, Sour Cream]]",10.98,10.98,"['FreshTomatoSalsa(Mild)', 'Tomatillo-RedChiliSalsa(Hot)', 'Guacamole', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",7
866,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
866,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
866,1,Chips and Guacamole,,3.99,3.99,,0
867,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
867,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
868,1,Chips and Guacamole,,3.99,3.99,,0
868,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'BlackBeans', 'Rice', 'Cheese']",4
868,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['Tomatillo-GreenChiliSalsa(Medium)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
868,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Lettuce]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'BlackBeans', 'Rice', 'Cheese', 'Lettuce']",5
869,1,Veggie Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",11.25,11.25,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'Guacamole']",6
869,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'Guacamole', 'Lettuce']",5
870,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Guacamole']",6
871,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,"['Tomatillo-GreenChiliSalsa(Medium)', 'RoastedChiliCornSalsa(Medium)', 'PintoBeans', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",10
872,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,"['FreshTomatoSalsa(Mild)', 'Tomatillo-RedChiliSalsa(Hot)', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
872,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,,0
872,1,Nantucket Nectar,[Pineapple Orange Banana],3.39,3.39,['PineappleOrangeBanana'],1
873,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese']",4
873,1,Canned Soft Drink,[Sprite],1.25,1.25,['Sprite'],1
873,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
874,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
874,1,Bottled Water,,1.5,1.5,,0
875,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Cheese, Guacamole]]",10.98,10.98,"['FreshTomatoSalsa(Mild)', 'RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Cheese', 'Guacamole']",5
875,1,Side of Chips,,1.69,1.69,,0
